,game_id,white_player,black_player,winning_player,move_list
50,yWODvquC,icebooy,ruchitoshniwal1,ruchitoshniwal1,e4 c5 d4 Nc6 d5 Ne5 Nf3 d6 Nxe5 dxe5 Bc4 Nf6 Qf3 e6 dxe6 Bxe6 Bxe6 fxe6 O-O Be7 Rd1 Qb6 Be3 O-O Nc3 Qxb2 Bg5 Ne8 Bxe7 Rxf3 gxf3 Qxc3 Kg2 Kf7 Bh4 Nf6 Rd3 Qxa1
51,zj422Kqy,ruchitoshniwal1,ANONYMOUS,ruchitoshniwal1,e4 d6 Nf3 Qd7 Bc4 Qa4 O-O Qxc4 Na3 Qxe4 b3 Qe6 d3 Qd7 Re1 Qd8 h3 Bxh3 Ng5 Bc8 Bb2 d5 Bxg7 Bxg7 Rc1 Qd7 Qf3 f5 Qh5+ Kd8 Nf7+ Ke8 Ne5+ Kd8 Nxd7 Kxd7 Qf7 Nf6 Qxe7+ Kc6 c4 h5 cxd5+ Kxd5 Qe5#
52,LHgyBIbs,AyyoubKesh,ruchitoshniwal1,ruchitoshniwal1,e4 c5 c3 Nc6 d4 cxd4 cxd4 e6 e5 d5 Nf3 Bb4+ Bd2 Bxd2+ Nbxd2 Nge7 Nb3 O-O Bd3 Qb6 O-O Na5 Nc5 Qc7 Qc2 Nc4 Bxh7+ Kh8 Bd3 a6 Bxc4 dxc4 Qxc4 b6 Rfc1 bxc5 Qxc5 Qxc5 Rxc5 Bb7 Nd2 Bd5 h3 Rfc8 b4 Rcb8 a3 Rb5 g4 Rxc5 bxc5 Rb8 f4 Rb2 Nf3 Bxf3 Rc1 Rg2+ Kf1 Rd2 Ke1 Re2+ Kf1 Kg8 c6 Nxc6 Rxc6 Bxc6 f5 Kf8 f6 gxf6 exf6 Re4 Kf2 Rf4+ Ke3 Rxf6 g5 Rh6 Kf4 Kg8 gxh6 Kh7 Kg5 Be4 h4 Bf5 h5 Bg6 Kf6 Bxh5 Kg5 Bg6 a4 Bc2
53,iINpFFeQ,ruchitoshniwal1,Archelaus7,Archelaus7,d4 g6 Nf3 Bg7 Bf4 Nf6 e3 O-O c4 d6 Nc3 Re8 Be2 b6 O-O Bb7 a4 Qd7 d5 c6 dxc6 Bxc6 Nb5 a6 Nc3 a5 Bg5 h6 Bxf6 Bxf6 Rb1 Na6 Nd5 Bxd5 cxd5 Nc5 Bb5 Qxb5 axb5 e6 dxe6 Rxe6 Nd4 Ree8 Nc6 Be7 Nxe7+ Rxe7 Qxd6 Rb7 Qc6 Raa7 Rbd1 Kg7 Rd3 Nxd3 Qc3+ Kg8 Qxd3 a4 Qa3 Rc7 Rd1 Kg7 b3 Ra5 b4 Raa7 Qb2+ Kh7 Rc1 a3 Qa1 Rd7 h3 Rd2 Rc3 a2 Rc1 Rad7 Kf1 R7d5 Ke1 R2d3 Rc2 Ra3 Rxa2 Rxa2 Qxa2 Rxb5 Qb2 h5 Qb3 h4 Qxf7+ Kh6 Qf4+ g5 Qc4 Rf5 Qc6+ Kh5 Qf3+ Kg6 Qxf5+ Kxf5 Ke2 Ke4 f3+ Kd5 e4+ Ke5 Ke3 b5 Kd3 Kf4 Kd4 g4 Kc5 gxf3 gxf3 Kxf3
54,QUlBpWT5,ruchitoshniwal1,Rony23,Rony23,d4 c6 Nf3 Nh6 Bf4 Qb6 b3 d6 Nc3 f6 e3 e5 dxe5 fxe5 Bg3 Ng4 Be2 Be7 O-O Qa5 Qd3 Bf6 Nd1 g6 e4 d5 Nd2 dxe4 Qxe4 Bf5 Qc4 Qxd2 Bxg4 Bxg4 Qxg4 Qxc2 Re1 Qf5 Qxf5 gxf5 Bxe5 Bxe5 Rxe5+ Kf7 Nc3 Nd7 Re3 Rae8 Rae1 Rxe3 Rxe3 f4 Rf3 Ke6 Rxf4 Ne5 g3 Rd8 Re4 Rd2 Re3 Rc2 f4 b5 Rxe5+ Kd6 Ne4+ Kd7 Nf6+ Kd6 Nxh7 c5 Nf8 Rc1+ Kg2 Rc2+ Kh3 Rc3 Kg4 c4 h4 cxb3 Kg5 b2 Kg6 b1=Q+
55,PPYLJnsN,ruchitoshniwal1,Checkersisbetter19,ruchitoshniwal1,d4 d5 Nf3 Nc6 Bf4 Nf6 e3 Ne4 Bd3 Bf5 c3 e6 Qe2 a6 Nbd2 b5 Ne5 Nxe5 Bxe5 f6 Bxe4 Bxe4 Nxe4 dxe4 Bg3 f5 O-O g5 Qh5+ Kd7 Qf7+ Be7 Rfd1 Qf8 Qxf8 Rhxf8 d5 Bd6 dxe6+ Kxe6 Bxd6 cxd6 Rd4 d5 Rad1 Rad8 f3 h5 fxe4 fxe4 g3 Rf3 Rxe4+ dxe4 Rxd8 Rxe3 Kf2 Rf3+ Ke2 h4 g4 Rh3 Re8+ Kd5 Rd8+ Kc6 Re8 Rxh2+ Ke3 Rxb2 Rxe4 Rxa2 Re6+ Kb7 Rg6 h3 Rxg5 h2 Rh5 Rb2 Kd3 b4 cxb4 Rxb4 Rxh2 Rxg4 Rb2+ Kc6 Rc2+ Kb5 Rb2+ Kc5 Ra2 Kb5 Rb2+ Kc5 Rb8 Rd4+ Kc3 Rc4+ Kb3 a5 Rc8+ Kd4 Rxc4+ Kd5 Ra4 Kc5 Rxa5+ Kb6 Kb4 Kc6 Rb5 Kd6 Kc4 Ke6 Rd5 Kf6 Kd4 Ke6 Kc5 Kf6 Kd6 Kg6 Re5 Kf6 Kd5 Kg6 Ke6 Kg7 Rf5 Kg6 Ke5 Kg7 Rf6 Kg8 Ke6 Kg7 Ke7 Kh7 Kf7 Kh8 Rh6#
56,ug4s1niE,ianiver,ruchitoshniwal1,ianiver,e4 c5 d4 Nc6 dxc5 e6 Be3 Qa5+ Nc3 Bxc5 Bxc5 Qxc5 Bb5 Nf6 Qf3 Nd4 Qd3 a6 Bc4 b5 Bb3 Bb7 f3 O-O O-O-O Nxb3+ axb3 d5 Re1 dxe4 fxe4 Rfd8 Qe3 Qe5 Nf3 Qc7 e5 Nd5 Nxd5 Bxd5 Nd4 Rdc8 c3 b4 Kc2 bxc3 bxc3 a5 Nb5 Qb7 Nd6 Qxb3+ Kd3 Rxc3+ Kd4 Rxe3 Rxe3 Qb4+ Kd3 Rb8 Rc1 Qa3+ Rc3 Rb3 Rxb3 Qxb3+ Kd4 Qb4+ Kd3 f6 Ne4 Bxe4+ Rxe4 Qc4+ Rxc4 fxe5 Re4 a4 Rxe5 a3 Ra5 a2 Ra3 Kf7 Rxa2 Kf6 Rf2+ Ke5 Rf7 Kd6 Rxg7 e5 Rxh7 Ke6 Rh4 Kf6 Ke4
57,qjFaXnQQ,ruchitoshniwal1,ANONYMOUS,ANONYMOUS,e4 e6 Nf3 Nh6 Bc4 Ng4 Ne5 Nxe5 d3 Nxc4 dxc4 Bd6 Bg5 Qxg5 O-O O-O Qf3 Qh4 Nc3 Qxh2#
58,XvxKG7FI,ANONYMOUS,ruchitoshniwal1,ruchitoshniwal1,e4 e5 c4 Nc6 Qe2 Nf6 d3 Bb4+ Kd1 Nd4 Qe3 d6 b3 Bg4+ f3 Be6 h4 h6 Bb2 c5 Be2 a6 a4 a5 Bc3 Bxc3 Nxc3 O-O h5 Nxb3 Ra3 Nd4 Rh4 Nd7 Nb5 Qxh4 Nxd4 cxd4 Qc1 Qg3 Bf1 Nb6 Ne2 Qg4 fxg4 Bxg4 g3 Bxh5 Bh3 Bxe2+ Kxe2 Kh7 Kf3 Rae8 Kg4 Re6 Kf5 Rf6+ Kg4 g6 Kh4 g5+ Kg4 Rg8 Kh5 Nd7 Qc2 Rf3 Rc3 Rxg3 Bxd7 Rh3+ Kg4 Rh1 Kg3 h5 Kf3 g4+ Kg3 h4+ Kf2 g3+ Kf3 h3 Ke2 g2 Kf3 g1=Q Ke2 Rh2+ Kf3 Rxc2 Rxc2 Qg3+ Ke2 h2 c5 h1=Q cxd6 Qhf3+ Kd2 Qe3+ Kd1 Qge1#
59,HLXkkdS9,ANONYMOUS,ruchitoshniwal1,ANONYMOUS,e4 e5 Qh5 Be7 Qxe5 Nf6 Qc3 O-O e5 d6 exf6 Bxf6 Qd3 Nc6 Be2 a6 Nf3 Re8 O-O Bf5 Qxf5 Qe7 Bd3 Nb4 Qxh7+ Kf8 Qh8#
60,lVZ7pxS1,ritutoshniwal,ruchitoshniwal1,ruchitoshniwal1,d4 d5 Nf3 Nf6 e3 e6 Bd3 c5 c3 c4 Bc2 Be7 Nbd2 O-O Qe2 Nc6 O-O Qd6 e4 dxe4 Nxe4 Nxe4 Qxe4 f5 Qe2 Bf6 Qxc4 a6 Re1 Re8 Ne5 Bxe5 dxe5 Nxe5 Qf4 Nf7 Qxd6 Nxd6 Bf4 Nb5 Bb3 h6 Re2 g5 Bd2 Kf7 Rae1 Kf6 Re5 Nd6 h4 Ne4 Bc1 Kxe5 f3 Kf6 fxe4 fxe4 Rxe4 Kf5 Re1 gxh4 Bxh6 Rh8 Bc1 Rg8 Rf1+ Kg6 Re1 Kh7 Bxe6 Rg6 Bxc8 Rxc8 Re7+ Rg7 Rxg7+ Kxg7 Bg5 Kg6 Bxh4 Rf8
61,XhYAbJwf,ruchitoshniwal1,ritutoshniwal,ritutoshniwal,d4 d5 Nf3 Nf6 e3 e6 c4 c6 cxd5 cxd5 Nc3 Bd6 Be2 Nbd7 O-O Qe7 Qb3 O-O Nd1 e5 Bd2 e4 Ne5 Nxe5 dxe5 Qxe5 Bb5 Qxh2#
62,7NH7M8KR,ritutoshniwal,ruchitoshniwal1,ritutoshniwal,d4 d5 e3 Nf6 Nf3 e6 Bd3 c5 c3 cxd4 cxd4 Bb4+ Nbd2 Bxd2+ Bxd2 O-O e4 Nc6 e5 Nd7 Bb1 f6 Qc2 fxe5 Qxh7+ Kf7 Bg6+ Ke7 Qxg7+ Kd6 dxe5+ Ncxe5 Bb4+ Kc6 Bxf8 Qxf8 Qxf8 Nxf8 Nxe5+ Kd6 Nf7+ Ke7 Ne5 Kf6 f4 Nxg6 Nxg6 Kxg6 g4 Bd7 h4 Rf8 h5+ Kh6 g5+ Kh7 g6+ Kh6 O-O-O Rxf4 Rdg1 Rf5 g7 d4 g8=Q Rc5+ Kb1 Be8 Qh8#
63,QfrMgRKa,ruchitoshniwal1,ritutoshniwal,ruchitoshniwal1,d4 Nf6 Nf3 g6 Bg5 Bg7 Bxf6 Bxf6 e3 Bg7 c3 O-O Bc4 c6 Bb3 d5 Nbd2 Bg4 c4 dxc4 Bxc4 Nd7 Bb3 Nf6 O-O a5 h3 Bh5 Qc1 Rc8 a4 b5 axb5 cxb5 Qd1 a4 Ba2 Qd7 b3 axb3 Qxb3 Nd5 Qxd5 Qxd5 Bxd5 Rcd8 Bb3 e5 g4 e4 Nh2 Bxg4 Nxg4 h5 Nh2 Bf6 Ng4 Kg7 Nxf6 Kxf6 f3 Rde8 fxe4+ Kg7 e5
64,Dh1jKaPz,ruchitoshniwal1,ritutoshniwal,ritutoshniwal,a4 d5 b3 Nc6 Bb2 e5 e3 Nf6 d4 e4 c4 Bb4+ Nd2 Be6 f3 exf3 Nxf3 Ne4 Bd3 Bg4 O-O Nxd2 Ba3 Nxf3+ gxf3 Bh3 Rf2 Bxa3 Rxa3 Qg5+ Kh1 Qxe3 Re2 Qxe2 Qxe2+ Ne7 cxd5 Rd8 Bb5+ Kf8 Bc4 Nxd5 Bxd5 Rxd5 Qe4 Rg5 b4 Bg2+ Kg1 Bxf3+ Kf2 Bxe4 Re3 Rg2+ Kf1 Bd5 Re5 c6 Rxd5 cxd5 Kxg2 f6 Kf3 Kf7 Kf4 Re8 b5 Re2 a5 Ra2 b6 axb6 axb6 Rb2 Kf5 Rxb6
65,YgO3MBH5,ritutoshniwal,ruchitoshniwal1,ritutoshniwal,e4 c5 Nf3 Nc6 c3 d6 d4 cxd4 cxd4 Nf6 Nc3 g6 Bb5 Bg7 d5 Qa5 dxc6
66,yWSLm2ja,ruchitoshniwal1,knightmod,ruchitoshniwal1,d4 c5 Nf3 cxd4 Nxd4 Nc6 Nf3 e5 e3 d6 c4 e4 Nfd2 Nf6 Nc3 Bf5 Be2 Be7 h3 O-O g4 Bg6 b3 h6 Bb2 Re8 f3 Bf8 fxe4 Nxe4 Ndxe4 Bxe4 Nxe4 Rxe4 Qd3 Re8 Bd1 Qh4+ Ke2 Ne5 Bxe5 Rxe5 Bc2 g6 Raf1 Rae8 Rf3 b6 a4 Bg7 Qd5 Rxd5 cxd5 Qe7 Rhf1 Qe5 e4 Rf8 Re3 Qb2 Kd2 Qa3 Rb1 Qb4+ Kd1
67,DEJ08mJx,ruchitoshniwal1,ritutoshniwal,ritutoshniwal,a4 g6 Nc3 Bg7 b3 d5 Bb2 e5 e3 Bf5 d4 e4 Bb5+ c6 Be2 Qg5 g3 Nf6 h4 Qh6 g4 Nxg4 Bxg4 Bxg4 Qxg4 f5 Qg5 Qxg5 hxg5 Na6 O-O-O Nc7 f3 Ne6 f4 a6 Ba3 b5 axb5 axb5 Bd6 h6 gxh6 Rxh6 Rxh6 Bxh6 Nge2 g5 fxg5 Nxg5 Ng3 Nf3 Nxf5 Bg5 Kb2 Kd7 Rh1 Bxe3 Rh7+ Ke6 Nxe3 Kxd6 Rh6+ Kc7 Ne2 Rg8 Nf4 Nxd4 Ne6+ Nxe6 Rxe6 Rg3 Nd1 Kd7 Re5 Kd6 Re8 Kc5 Kc1 Rg1 Kd2 Kb4 Rc8 Kc5 b4+ Kb6 Rb8+ Kc7 Rf8 Kd6 Rf6+ Kc7 Rf7+ Kb6 Rf8 Rg2+ Kc3 Rg3+ Kd2 d4 Rf4 Rg2+ Ke1 Rxc2 Rxe4 Rc4 Kd2 Rxb4 Kd3 c5 Re6+ Kc7 Re5 Rc4 Nb2 Rc3+ Kd2 Kd6 Rh5 b4 Rh6+ Ke5 Rh5+ Ke4 Rh4+ Kf3 Rh3+ Kg2 Rh5 Rf3 Rg5+ Kh3 Rxc5 Rf2+ Kc1 Rf1+ Kc2 Rf2+ Kb3 Kg3 Rc2 Rf3+ Kc4 Rc3+ Rxc3+ bxc3 Nd3 Kf3 Kxd4 Ke2 Kxc3
68,XReteMlt,penguin434,ruchitoshniwal1,ruchitoshniwal1,e4 d5 exd5 Qxd5 Nc3 Qa5 d4 Nc6 Bd2 Qb6 Qf3 Nf6 b3 Nxd4 Qd3 Bf5 Qc4 Nxc2+ Kd1 Nxa1 Nf3 Bc2+ Kc1 Bxb3 axb3 Nxb3+ Kd1 Nxd2 Nxd2 e6 Kc2 Bc5 Qa2 O-O Bd3 Rad8 Rc1 Bb4 Nde4 Nxe4 Nxe4 Qd4 Qb3 Ba5 Rd1 Qe5 Kb1 Qxe4 Bxe4 Rxd1+ Kc2 Rfd8 Bxb7 R8d2#
69,HixKkE3w,ANONYMOUS,ruchitoshniwal1,ruchitoshniwal1,d3 d5 d4 Nc6 Qd2 Bf5 Qf4 e6 Qg3 Nf6 a3 Bxa3 bxa3 O-O a4 Nb4 c4 Nd3+ exd3 dxc4 dxc4 b5 cxb5 Qxd4 Ra3 Rad8 Bg5 Qd1#
70,ei15YPLy,ANONYMOUS,ruchitoshniwal1,ruchitoshniwal1,e3 e5 e4 Nf6 Bc4 Nxe4 Bf1 Bc5 Qe2 Nf6 Qc4 d6 Qxf7+
71,YXS7wkZi,ritutoshniwal,ruchitoshniwal1,ritutoshniwal,d4 d5 Nf3 Nf6 e3 e6 Bd3 Bb4+ c3 Bd6 Nbd2 Bd7 O-O c5 Qe2 c4 Bc2 Nc6 e4 dxe4 Nxe4 Nxe4 Qxe4 f5 Qe2 Qf6 Re1 O-O-O Bg5 Qg6 Bxd8 Rxd8 Ne5 Bxe5 dxe5 h5 Qxc4 a6 Ba4 b5 Bxb5 axb5 Qxb5 h4 Qa6+ Kc7 a4 h3 g3 f4 Ra3 Qe4 Rxe4 Bc8 Qf1 Rd1 Re1 Rxe1 Qxe1
72,CgYvDY1a,ruchitoshniwal1,mubby,mubby,d4 g6 Nf3 Bg7 Bf4 d6 e3 e5 dxe5 dxe5 Qxd8+ Kxd8 Bxe5 Bxe5 Nxe5 Ke8 Bc4 Be6 Bxe6 fxe6 Nc3 Nc6 Nxc6 bxc6 O-O-O Nf6 f4 Nd5 Nxd5 cxd5 Rhe1 Ke7 e4 dxe4 Rxe4 Rhd8 g4 Rxd1+ Kxd1 Rd8+ Kc1 Rd5 b3 Kd6 h4 h6 g5 hxg5 hxg5 Rf5 Kb2 c6 a4 Kd5 Rb4 c5 Rb5 Rxf4 c3 Rf7 b4 Rc7 bxc5 Rxc5 Rb7 a5 Rd7+ Ke5 Rf7 Ke4 Kc2 Rxg5 Rf6 Rf5 Rxe6+ Kf4 Rxg6 Rb5 Rg2 Re5 Rd2 Re4 Kb3 Ke3 Rd4 Rxd4 cxd4 Kxd4 Ka3 Kc4 Ka2 Kb4 Ka1 Kxa4 Kb1 Kb3 Ka1 a4 Kb1 a3 Ka1 a2
73,wwIT6RHa,Mnoor89,ruchitoshniwal1,Mnoor89,e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 d6 Nxc6 bxc6 Bc4 Nf6 Nc3 g6 O-O Bg7 Be3 O-O Qd2 e6 Bh6 d5 Bxg7 Kxg7 exd5 cxd5 Bb3 d4 Ne2 e5 Rfd1 Bf5 c3 dxc3 Qxc3 Qc8 Qg3 Qc5 Rac1 Qb6 Nc3 Rfe8 Nd5 Qe6 Nxf6 Qxf6 Qf3 e4 Qc3 Qxc3 Rxc3 Rad8 Rdc1 e3 fxe3 Rd2 Bd5 Rxd5 b4 Rb5 Rb3 Rbe5 b5 Rxe3 Rxe3 Rxe3 a4 Bd3 a5 Re5 b6 axb6 axb6 Rb5 Rc6
74,jD4oxvyp,ANONYMOUS,ruchitoshniwal1,ruchitoshniwal1,d3 e5 Qd2 Nf6 Nc3 Bc5 Nd5 d6 Nc3 O-O Na4 Nc6 Nc3 Be6 Ne4 Nxe4 dxe4 h6 g3 a6 Bg2 Bh3 Bxh3 Qf6 Nf3 Rab8 Nd4 Bxd4 O-O b6 Bd7 d5 exd5 Na5 Qb4 Rbd8 Qd2 c6 Qb4 Nc4 Qxc4 Rxd7 a4 cxd5 Qb4 Qg6 Bg5 Qxg5 Qxf8+ Kxf8 Rfd1 Rc7 Rd3 Qf5 Rb3 Qxf2+ Kh1 Rxc2 h3 Rxe2 h4 Qh2#
75,ighedIae,ruchitoshniwal1,Matteo39,Matteo39,d4 g6 Nf3 Bg7 Bf4 d6 e3 e5 dxe5 Nc6 exd6 cxd6 Qxd6 Qxd6 Bxd6 Bxb2 Nbd2 Bxa1 Nb3 Bc3+ Kd1 Nb4 Bb5+ Bd7 Bxd7+ Kxd7 Bxb4 Bxb4 Kc1 Rc8 Kb2 Nf6 Rd1+ Ke7 Nfd4 Ne4 f3 Bc3+ Kb1 Bxd4 fxe4 Bxe3 Re1 Bf4 e5 Rc3 e6 f5 Nd4 Rhc8 Ne2 Rxc2 Nxf4 Rxg2 Nxg2 Rc6 Rd1 Rb6+ Ka1 Rxe6 Rd7+ Kxd7 Nf4 Re1+
76,IzvYQW5u,ritutoshniwal,ruchitoshniwal1,ruchitoshniwal1,d3 Nf6 e4 g6 Nf3 Bg7 Nd4 O-O c3 e5 Nf3 d6 d4 Bg4 Be2 exd4 cxd4 Bxf3 Bxf3 Re8 Qe2 Nc6 Nc3 Nxd4 Qc4 Nxf3+ gxf3 d5 Qb4 dxe4 fxe4 Nxe4 Nxe4 Qh4 Qxb7 Qxe4+ Qxe4 Rxe4+ Be3 Rae8 O-O f5 Bxa7 Bxb2 Rab1 Be5 Rbc1 Bd6 Be3 f4 Bd2 Re2 Bc3 Rxa2 Rfe1 Ree2 Rxe2 Rxe2 Ra1 f3 Ra8+ Kf7
77,qdA0oIeZ,ruchitoshniwal1,ritutoshniwal,ruchitoshniwal1,d4 e5 Nf3 e4 Nfd2 d5 e3 Nf6 c4 c6 Nc3 Nbd7 Be2 Nb6 O-O Be6 cxd5 cxd5 Qb3 Bd6 Bb5+ Nfd7 Bxd7+ Qxd7 a4 O-O a5 Nc4 Nxc4 dxc4 Qc2 Qc7 Nxe4 Bxh2+ Kh1 Bf5 f3 Rfe8 Bd2 Bxe4 Qxe4 Qg3 Qg4 Qxg4 fxg4 Bc7 g3 Red8 Kg1 Rac8 Rxf7 b6 g5
78,mePvIYci,ruchitoshniwal1,Alvarosanez,Alvarosanez,d4 e5 Nf3 exd4 Nxd4 Bc5 Qd2 Qf6 c3 Bxd4 Qxd4 Qxd4 cxd4 Nc6 Nc3 Nb4 Bg5 Nc2+ Kd2 Nxa1 e3 d5 Bd3 c5 Bc2 c4 Rxa1 b5 Rd1 b4 Nxd5 b3 Bxb3 Bb7 Bxc4 Ba6 Kc3 Rb8
79,2KoL4BBs,Mikolaj100610,ruchitoshniwal1,Mikolaj100610,e4 c5 Qf3 Nc6 Bc4 Ne5 Qxf7+ Nxf7 Bxf7+ Kxf7 f3 Ke8 Nh3 Nf6 O-O e6 g4 Bd6 d3 Bf4 Bxf4 Nxg4 Bg5 Ne3 Bf4 Qf6 Ng5 Qxf4 Nxe6 Qg5+ Nxg5 Kf8 Nh3 Kf7 Nf2
80,Mq8dy1VL,shady603,ruchitoshniwal1,shady603,e3 c5 g3 Nc6 Bg2 d6 Ne2 Be6 O-O Nf6 d4 g6 dxc5 dxc5 Qxd8+ Rxd8 c4 Bg7 Nbc3 O-O Nd5 Bxd5 cxd5 Nxd5 Bxd5 Rxd5 Nc3 Rd1 e4 Nd4 e5 Ne2+ Nxe2 Rxc1 Rfxc1 Bxe5 Rab1 Bxb2 Rxb2 Rd8 Rbc2 Kg7 Rxc5 Rd1+ Rxd1 Kh6 Rcd5 Kg7 Rd7
81,hdKw2ddo,ruchitoshniwal1,Mohamadmora89,ruchitoshniwal1,d4 e5 Nf3 Nc6 Nfd2 exd4 e3 dxe3 Bc4 exd2+ Bxd2 Be7 Qe2 Nf6 O-O O-O Qd3 Bd6 c3 Ne5 Bb3 Nc4 Bc2 g6 Bg5 Ne5 Bxf6 Nxd3 Re1
82,5er0bp7e,Zahra_Saberi1387,ruchitoshniwal1,Zahra_Saberi1387,e4 c5 d3 Nc6 Nf3 d6 Be2 Bg4 O-O Bxf3 Bxf3 Nd4 e5 dxe5 Bxb7 Nf3+ Bxf3 Rb8 Bc6+ Qd7 Bxd7+ Kxd7 Qf3 Nf6 Qd5+ Ke8 c4 Rd8 Qxd8+ Kxd8 Nc3 Ke8 Nd5 e6 Nc7+ Kd7 Nxe6 Bd6 d4 Kxe6 d5+ Ke7 Bg5 Rd8 Bxf6+
83,9KQNnGIS,ruchitoshniwal1,alexdzhioev,alexdzhioev,d4 Nc6 Nf3 e5 e3 e4 Nfd2 f5 Be2 d5 c3 Be6 O-O Be7 f3 Nf6 fxe4 Nxe4 Bh5+ g6 Nxe4 fxe4 Bxg6+ Kd7 Qe2 Qf8 Qf2 Qxf2+ Rxf2 hxg6 Bd2 Rhf8 Na3 Rxf2 Nb5 Rxd2 Kf1 b6 c4 a6 b3 axb5 cxd5 Bxd5
84,ilsNTVhd,brightfish,ruchitoshniwal1,brightfish,b3 d5 Bb2 f6 Qc1 e5 e3 Ne7 Ne2 Ng6 Ng3 Bc5 Be2 Bd4 O-O Bxb2 Qxb2 O-O c3 Qe7 d4 Qd6 dxe5 Nc6 c4 Qxe5 Qxe5 Ngxe5 cxd5 Ne7 Nc3 Nxd5 Nxd5 Be6 Nc3 Bxb3 Rad1 Nd3 axb3 Nxf2 Kxf2 Rad8 Kg1 Rxd1 Rxd1 c5 Bc4+ Kh8 Nd5 h6 Ne7 Kh7 Ng6 Re8 Nf4
85,WHjvn7mr,ruchitoshniwal1,khaled_younis,khaled_younis,d4 d5 Nf3 Nf6 e3 e6 Bd3 Be7 c3 O-O Qe2 b6 e4 dxe4 Bxe4 Nxe4 Qxe4 c6 Ne5 Bb7 Bg5 Bxg5 Qg4 Bf6 Ng6 fxg6 h4 h5 Qg5 Bxg5 Nd2 Bxd2+ Kxd2 c5 Kc2 cxd4 Kb3 dxc3 Kc2 Nc6 Kxc3 Na5 Kc2 Rc8+ Kb1 Qc7 b3 Qc2#
86,tiHOENhf,ruchitoshniwal1,WDTh553,WDTh553,d4 d6 Nf3 e6 Bf4 Bd7 e3 e5 Bd3 f6 Qe2 exf4 exf4+ Be7 Qxe7+ Kxe7 Ne5 Ke6 O-O Be8 Bc4+ Ke7 Bf7 Bxf7 Nxf7 Kxf7 Re1 Qe8 Re6 Qxe6 f5 Qe1#
87,R4V01VHA,ruchitoshniwal1,ranjitkalita,ruchitoshniwal1,d4 Nc6 Nf3 Nxd4 Bf4 Nxc2+ Qxc2 d6 Qxc7 Qxc7 Bxd6 Qxd6 Nc3 Qa6 e3 Qa5 Ba6 Qxa6 Nb5 Qd6 O-O Qc6 Rfd1 Qxb5 Rd8+ Kxd8 Rd1+ Kc7 Ne5 Kb6 Nc4+ Ka6 Nb6 Ka5 Nxc8 Qb6 b3
88,G05PKu7B,shady603,ruchitoshniwal1,shady603,e3 d5 g3 Nf6 Bg2 e6 Ne2 c6 O-O Bd6 d4 O-O c4 Qe7 cxd5 cxd5 Nbc3 Nc6 e4 dxe4 Nxe4 Nxd4 Nxf6+ Qxf6 Qxd4 e5 Qh4 Bc5 Qxf6 gxf6 Nc3 Be6 Ne4 Bd5 Nxf6+ Kg7 Bxd5 Rfd8 Bxf7 Rd5 Nxd5 Kxf7 Nf4 Be7 Nh5 Bf6 Nxf6 Kg6 Bg5
89,IWWTOsK9,ruchitoshniwal1,brightfish,brightfish,d4 d6 Nf3 c6 e3 Nd7 Bd3 Nb6 c3 Bg4 Nbd2 Bxf3 Qxf3 Nf6 e4 g6 e5 dxe5 dxe5 Nfd7 e6 Ne5 Qxf7+ Nxf7 exf7+ Kxf7 O-O Kg7 Re1 e6 Ne4 Nd5 Bc4 Be7 Bxd5 exd5 Nc5 Bxc5
90,BtD1JXMv,khaled_younis,ruchitoshniwal1,khaled_younis,g3 d5 Bg2 Nf6 Nf3 e6 O-O c5 d4 Bd6 dxc5 Bxc5 Bg5 O-O Bxf6 Qxf6 c3 e5 e3 d4 cxd4 Bxd4 exd4 exd4 Nxd4 Bg4 Qxg4 Qxd4 Qxd4 Nc6 Bxc6 Rad8 Qxd8 Rxd8 Bxb7 g6 Bg2
91,QVXrBClL,ruchitoshniwal1,DsViking,DsViking,d4 e6 Nf3 Ne7 Bf4 g6 e3 d6 Bd3 f6 c4 g5 Bg3 Rg8 h4 h6 hxg5 fxg5 Nbd2 Rh8 Qe2 d5 O-O-O dxc4 Bxc4 Nec6 Kb1 Bd7 Bb3 Nb4 Ne5 Bc8 a3 N4c6 Nxc6 Nxc6 Qc4 Bd6 Bxd6 cxd6 Ne4 Bd7 Nxd6+ Kf8 Ne4 Qe7 Qc5 b6 Qxe7+ Kxe7 Nc3 Kd6 d5 Ke7 dxc6 Bxc6 Rd7+ Kxd7 Ne4 Kc7 Nf6 Rad8 Ne8+ Rdxe8 Rc1 Rd8 Rxc6+ Kxc6 Bxe6 Kb7 Bg4 Rd6
92,ZlPEJCLT,naber001,ruchitoshniwal1,naber001,e4 c5 d4 Nc6 d5 Nb8 Ne2 d6 Ng3 Nf6 Nc3 g6 Bb5+ Bd7 Bd3 Bg7 O-O O-O Bg5 e5 dxe6 Bxe6 b3 d5 e5 h6 Bxf6 Bxf6 exf6 Qxf6 Nb5 Nc6 Nc7 Rac8 Nxe6 fxe6 Qg4 h5 Qxg6+ Qxg6 Bxg6 Ne5 Bxh5 Rf7 Bxf7+ Kxf7 Rfe1 Ke7 Rxe5
